asm|cpu|synth|const|ops
cpd|z80n|_||ED A9
cpd|z80n_strict|_||ED A9
cpd x|kc160|_||ED E9
cpd x|kc160_strict|_||ED E9
cpd.l|ez80_z80|_||49;ED A9
cpd.l|ez80_z80_strict|_||49;ED A9
cpd.lis|ez80_z80|_||49;ED A9
cpd.lis|ez80_z80_strict|_||49;ED A9
cpd.s|ez80|_||52;ED A9
cpd.s|ez80_strict|_||52;ED A9
cpd.sil|ez80|_||52;ED A9
cpd.sil|ez80_strict|_||52;ED A9
cpdr|8080|X||CD @__z80asm__cpdr 
cpdr|8085|X||CD @__z80asm__cpdr 
cpdr|ez80|_||ED B9
cpdr|ez80_strict|_||ED B9
cpdr|ez80_z80|_||ED B9
cpdr|ez80_z80_strict|_||ED B9
cpdr|gbz80|X||CD @__z80asm__cpdr 
cpdr|kc160|_||ED B9
cpdr|kc160_strict|_||ED B9
cpdr|kc160_z80|_||ED B9
cpdr|kc160_z80_strict|_||ED B9
cpdr|r2ka|X||CD @__z80asm__cpdr 
cpdr|r3k|X||CD @__z80asm__cpdr 
cpdr|r4k|X||CD @__z80asm__cpdr 
cpdr|r5k|X||CD @__z80asm__cpdr 
cpdr|r6k|X||CD @__z80asm__cpdr 
cpdr|r800|_||ED B9
cpdr|r800_strict|_||ED B9
cpdr|z180|_||ED B9
cpdr|z180_strict|_||ED B9
cpdr|z80|_||ED B9
cpdr|z80_strict|_||ED B9
cpdr|z80n|_||ED B9
cpdr|z80n_strict|_||ED B9
cpdr x|kc160|_||ED F9
cpdr x|kc160_strict|_||ED F9
cpdr.l|ez80_z80|_||49;ED B9
cpdr.l|ez80_z80_strict|_||49;ED B9
cpdr.lis|ez80_z80|_||49;ED B9
cpdr.lis|ez80_z80_strict|_||49;ED B9
cpdr.s|ez80|_||52;ED B9
cpdr.s|ez80_strict|_||52;ED B9
cpdr.sil|ez80|_||52;ED B9
cpdr.sil|ez80_strict|_||52;ED B9
cpe %m|8080|_||EC %m %m
cpe %m|8080_strict|_||EC %m %m
cpe %m|8085|_||EC %m %m
cpe %m|8085_strict|_||EC %m %m
cpe %m|ez80|_||EC %m %m %m
cpe %m|ez80_z80|_||EC %m %m
cpe %m|kc160|_||EC %m %m
cpe %m|kc160_z80|_||EC %m %m
cpe %m|r2ka|X||E2 %t %t;CD %m %m
cpe %m|r3k|X||E2 %t %t;CD %m %m
cpe %m|r4k|X||E2 %t %t;CD %m %m
cpe %m|r5k|X||E2 %t %t;CD %m %m
cpe %m|r6k|X||E2 %t %t;CD %m %m
cpe %m|r800|_||EC %m %m
cpe %m|z180|_||EC %m %m
cpe %m|z80|_||EC %m %m
cpe %m|z80n|_||EC %m %m
cpi|8080|X||CD @__z80asm__cpi 
cpi|8085|X||CD @__z80asm__cpi 
cpi|ez80|_||ED A1
cpi|ez80_strict|_||ED A1
cpi|ez80_z80|_||ED A1
cpi|ez80_z80_strict|_||ED A1
cpi|gbz80|X||CD @__z80asm__cpi 
cpi|kc160|_||ED A1
cpi|kc160_strict|_||ED A1
cpi|kc160_z80|_||ED A1
cpi|kc160_z80_strict|_||ED A1
cpi|r2ka|X||CD @__z80asm__cpi 
cpi|r3k|X||CD @__z80asm__cpi 
cpi|r4k|X||CD @__z80asm__cpi 
cpi|r5k|X||CD @__z80asm__cpi 
cpi|r6k|X||CD @__z80asm__cpi 
cpi|r800|_||ED A1
cpi|r800_strict|_||ED A1
cpi|z180|_||ED A1
cpi|z180_strict|_||ED A1
cpi|z80|_||ED A1
cpi|z80_strict|_||ED A1
cpi|z80n|_||ED A1
cpi|z80n_strict|_||ED A1
cpi %n|8080|_||FE %n
cpi %n|8080_strict|_||FE %n
cpi %n|8085|_||FE %n
cpi %n|8085_strict|_||FE %n
cpi %n|ez80|_||FE %n
cpi %n|ez80_z80|_||FE %n
cpi %n|gbz80|_||FE %n
cpi %n|kc160|_||FE %n
cpi %n|kc160_z80|_||FE %n
cpi %n|r2ka|_||FE %n
cpi %n|r3k|_||FE %n
cpi %n|r4k|_||FE %n
cpi %n|r5k|_||FE %n
cpi %n|r6k|_||FE %n
cpi %n|r800|_||FE %n
cpi %n|z180|_||FE %n
cpi %n|z80|_||FE %n
cpi %n|z80n|_||FE %n
cpi x|kc160|_||ED E1
cpi x|kc160_strict|_||ED E1
cpi.l|ez80_z80|_||49;ED A1
cpi.l|ez80_z80_strict|_||49;ED A1
cpi.lis|ez80_z80|_||49;ED A1
cpi.lis|ez80_z80_strict|_||49;ED A1
cpi.s|ez80|_||52;ED A1
cpi.s|ez80_strict|_||52;ED A1
cpi.sil|ez80|_||52;ED A1
cpi.sil|ez80_strict|_||52;ED A1
cpir|8080|X||CD @__z80asm__cpir 
cpir|8085|X||CD @__z80asm__cpir 
cpir|ez80|_||ED B1
cpir|ez80_strict|_||ED B1
cpir|ez80_z80|_||ED B1
cpir|ez80_z80_strict|_||ED B1
cpir|gbz80|X||CD @__z80asm__cpir 
cpir|kc160|_||ED B1
cpir|kc160_strict|_||ED B1
cpir|kc160_z80|_||ED B1
cpir|kc160_z80_strict|_||ED B1
cpir|r2ka|X||CD @__z80asm__cpir 
cpir|r3k|X||CD @__z80asm__cpir 
cpir|r4k|X||CD @__z80asm__cpir 
cpir|r5k|X||CD @__z80asm__cpir 
cpir|r6k|X||CD @__z80asm__cpir 
cpir|r800|_||ED B1
cpir|r800_strict|_||ED B1
cpir|z180|_||ED B1
cpir|z180_strict|_||ED B1
cpir|z80|_||ED B1
cpir|z80_strict|_||ED B1
cpir|z80n|_||ED B1
cpir|z80n_strict|_||ED B1
cpir x|kc160|_||ED F1
cpir x|kc160_strict|_||ED F1
cpir.l|ez80_z80|_||49;ED B1
cpir.l|ez80_z80_strict|_||49;ED B1
cpir.lis|ez80_z80|_||49;ED B1
cpir.lis|ez80_z80_strict|_||49;ED B1
cpir.s|ez80|_||52;ED B1
cpir.s|ez80_strict|_||52;ED B1
cpir.sil|ez80|_||52;ED B1
cpir.sil|ez80_strict|_||52;ED B1
cpl|8080|_||2F
cpl|8085|_||2F
cpl|ez80|_||2F
cpl|ez80_strict|_||2F
cpl|ez80_z80|_||2F
cpl|ez80_z80_strict|_||2F
cpl|gbz80|_||2F
cpl|gbz80_strict|_||2F
cpl|kc160|_||2F
cpl|kc160_strict|_||2F
cpl|kc160_z80|_||2F
cpl|kc160_z80_strict|_||2F
cpl|r2ka|_||2F
cpl|r2ka_strict|_||2F
cpl|r3k|_||2F
cpl|r3k_strict|_||2F
cpl|r4k|_||2F
cpl|r4k_strict|_||2F
cpl|r5k|_||2F
cpl|r5k_strict|_||2F
cpl|r6k|_||2F
cpl|r6k_strict|_||2F
cpl|r800|_||2F
cpl|r800_strict|_||2F
cpl|z180|_||2F
cpl|z180_strict|_||2F
cpl|z80|_||2F
cpl|z80_strict|_||2F
cpl|z80n|_||2F
cpl|z80n_strict|_||2F
cpl a|8080|_||2F
cpl a|8085|_||2F
cpl a|ez80|_||2F
cpl a|ez80_z80|_||2F
cpl a|gbz80|_||2F
cpl a|kc160|_||2F
cpl a|kc160_z80|_||2F
cpl a|r2ka|_||2F
cpl a|r2ka_strict|_||2F
cpl a|r3k|_||2F
cpl a|r3k_strict|_||2F
cpl a|r4k|_||2F
cpl a|r4k_strict|_||2F
cpl a|r5k|_||2F
cpl a|r5k_strict|_||2F
cpl a|r6k|_||2F
cpl a|r6k_strict|_||2F
cpl a|r800|_||2F
cpl a|z180|_||2F
cpl a|z80|_||2F
cpl a|z80n|_||2F
cpl a'|r2ka|_||76;2F
cpl a'|r2ka_strict|_||76;2F
cpl a'|r3k|_||76;2F
cpl a'|r3k_strict|_||76;2F
cpl a'|r4k|_||76;2F
cpl a'|r4k_strict|_||76;2F
cpl a'|r5k|_||76;2F
cpl a'|r5k_strict|_||76;2F
cpl a'|r6k|_||76;2F
cpl a'|r6k_strict|_||76;2F
cpo %m|8080|_||E4 %m %m
cpo %m|8080_strict|_||E4 %m %m
cpo %m|8085|_||E4 %m %m
cpo %m|8085_strict|_||E4 %m %m
cpo %m|ez80|_||E4 %m %m %m
cpo %m|ez80_z80|_||E4 %m %m
cpo %m|kc160|_||E4 %m %m
cpo %m|kc160_z80|_||E4 %m %m
cpo %m|r2ka|X||EA %t %t;CD %m %m
cpo %m|r3k|X||EA %t %t;CD %m %m
cpo %m|r4k|X||EA %t %t;CD %m %m
cpo %m|r5k|X||EA %t %t;CD %m %m
cpo %m|r6k|X||EA %t %t;CD %m %m
cpo %m|r800|_||E4 %m %m
cpo %m|z180|_||E4 %m %m
cpo %m|z80|_||E4 %m %m
cpo %m|z80n|_||E4 %m %m
cv %m|8080|X||EC %m %m
cv %m|8085|X||EC %m %m
cv %m|ez80|X||EC %m %m %m
cv %m|ez80_z80|X||EC %m %m
cv %m|kc160|X||EC %m %m
cv %m|kc160_z80|X||EC %m %m
cv %m|r2ka|X||E2 %t %t;CD %m %m
cv %m|r3k|X||E2 %t %t;CD %m %m
cv %m|r4k|X||BA %t3 %t3;18 %t;CD %m %m
cv %m|r5k|X||BA %t3 %t3;18 %t;CD %m %m
cv %m|r6k|X||BA %t3 %t3;18 %t;CD %m %m
cv %m|r800|X||EC %m %m
cv %m|z180|X||EC %m %m
cv %m|z80|X||EC %m %m
cv %m|z80n|X||EC %m %m
cz %m|8080|_||CC %m %m
cz %m|8080_strict|_||CC %m %m
cz %m|8085|_||CC %m %m
cz %m|8085_strict|_||CC %m %m
cz %m|ez80|_||CC %m %m %m
cz %m|ez80_z80|_||CC %m %m
cz %m|gbz80|_||CC %m %m
cz %m|kc160|_||CC %m %m
cz %m|kc160_z80|_||CC %m %m
cz %m|r2ka|X||20 %t;CD %m %m
cz %m|r3k|X||20 %t;CD %m %m
cz %m|r4k|X||20 %t;CD %m %m
cz %m|r5k|X||20 %t;CD %m %m
cz %m|r6k|X||20 %t;CD %m %m
cz %m|r800|_||CC %m %m
cz %m|z180|_||CC %m %m
cz %m|z80|_||CC %m %m
cz %m|z80n|_||CC %m %m
daa|8080|_||27
daa|8080_strict|_||27
daa|8085|_||27
daa|8085_strict|_||27
daa|ez80|_||27
daa|ez80_strict|_||27
daa|ez80_z80|_||27
daa|ez80_z80_strict|_||27
daa|gbz80|_||27
daa|gbz80_strict|_||27
daa|kc160|_||27
daa|kc160_strict|_||27
daa|kc160_z80|_||27
daa|kc160_z80_strict|_||27
daa|r2ka|X||CD @__z80asm__daa 
daa|r3k|X||CD @__z80asm__daa 
daa|r4k|X||CD @__z80asm__daa 
daa|r5k|X||CD @__z80asm__daa 
daa|r6k|X||CD @__z80asm__daa 
daa|r800|_||27
daa|r800_strict|_||27
daa|z180|_||27
daa|z180_strict|_||27
daa|z80|_||27
daa|z80_strict|_||27
daa|z80n|_||27
daa|z80n_strict|_||27
dad b|8080|_||09
dad b|8080_strict|_||09
dad b|8085|_||09
dad b|8085_strict|_||09
dad b|ez80|_||09
dad b|ez80_z80|_||09
dad b|gbz80|_||09
dad b|kc160|_||09
dad b|kc160_z80|_||09
dad b|r2ka|_||09
dad b|r3k|_||09
dad b|r4k|_||09
dad b|r5k|_||09
dad b|r6k|_||09
dad b|r800|_||09
dad b|z180|_||09
dad b|z80|_||09
dad b|z80n|_||09
dad bc|8080|_||09
dad bc|8085|_||09
dad bc|ez80|_||09
dad bc|ez80_z80|_||09
dad bc|gbz80|_||09
dad bc|kc160|_||09
dad bc|kc160_z80|_||09
dad bc|r2ka|_||09
dad bc|r3k|_||09
dad bc|r4k|_||09
dad bc|r5k|_||09
dad bc|r6k|_||09
dad bc|r800|_||09
dad bc|z180|_||09
dad bc|z80|_||09
dad bc|z80n|_||09
dad d|8080|_||19
dad d|8080_strict|_||19
dad d|8085|_||19
dad d|8085_strict|_||19
dad d|ez80|_||19
dad d|ez80_z80|_||19
dad d|gbz80|_||19
dad d|kc160|_||19
dad d|kc160_z80|_||19
dad d|r2ka|_||19
dad d|r3k|_||19
dad d|r4k|_||19
dad d|r5k|_||19
dad d|r6k|_||19
dad d|r800|_||19
dad d|z180|_||19
dad d|z80|_||19
dad d|z80n|_||19
dad de|8080|_||19
dad de|8085|_||19
dad de|ez80|_||19
dad de|ez80_z80|_||19
dad de|gbz80|_||19
dad de|kc160|_||19
dad de|kc160_z80|_||19
dad de|r2ka|_||19
dad de|r3k|_||19
dad de|r4k|_||19
dad de|r5k|_||19
dad de|r6k|_||19
dad de|r800|_||19
dad de|z180|_||19
dad de|z80|_||19
dad de|z80n|_||19
dad h|8080|_||29
dad h|8080_strict|_||29
dad h|8085|_||29
dad h|8085_strict|_||29
dad h|ez80|_||29
dad h|ez80_z80|_||29
dad h|gbz80|_||29
dad h|kc160|_||29
dad h|kc160_z80|_||29
dad h|r2ka|_||29
dad h|r3k|_||29
dad h|r4k|_||29
dad h|r5k|_||29
dad h|r6k|_||29
dad h|r800|_||29
dad h|z180|_||29
dad h|z80|_||29
dad h|z80n|_||29
dad hl|8080|_||29
dad hl|8085|_||29
dad hl|ez80|_||29
dad hl|ez80_z80|_||29
dad hl|gbz80|_||29
dad hl|kc160|_||29
dad hl|kc160_z80|_||29
dad hl|r2ka|_||29
dad hl|r3k|_||29
dad hl|r4k|_||29
dad hl|r5k|_||29
dad hl|r6k|_||29
dad hl|r800|_||29
dad hl|z180|_||29
dad hl|z80|_||29
dad hl|z80n|_||29
dad sp|8080|_||39
dad sp|8080_strict|_||39
dad sp|8085|_||39
dad sp|8085_strict|_||39
dad sp|ez80|_||39
dad sp|ez80_z80|_||39
dad sp|gbz80|_||39
dad sp|kc160|_||39
dad sp|kc160_z80|_||39
dad sp|r2ka|_||39
dad sp|r3k|_||39
dad sp|r4k|_||39
dad sp|r5k|_||39
dad sp|r6k|_||39
dad sp|r800|_||39
dad sp|z180|_||39
dad sp|z80|_||39
dad sp|z80n|_||39
dcr a|8080|_||3D
dcr a|8080_strict|_||3D
dcr a|8085|_||3D
dcr a|8085_strict|_||3D
dcr a|ez80|_||3D
dcr a|ez80_z80|_||3D
dcr a|gbz80|_||3D
dcr a|kc160|_||3D
dcr a|kc160_z80|_||3D
dcr a|r2ka|_||3D
dcr a|r3k|_||3D
dcr a|r4k|_||3D
dcr a|r5k|_||3D
dcr a|r6k|_||3D
dcr a|r800|_||3D
dcr a|z180|_||3D
dcr a|z80|_||3D
dcr a|z80n|_||3D
dcr b|8080|_||05
dcr b|8080_strict|_||05
dcr b|8085|_||05
dcr b|8085_strict|_||05
dcr b|ez80|_||05
dcr b|ez80_z80|_||05
dcr b|gbz80|_||05
dcr b|kc160|_||05
dcr b|kc160_z80|_||05
dcr b|r2ka|_||05
dcr b|r3k|_||05
dcr b|r4k|_||05
dcr b|r5k|_||05
dcr b|r6k|_||05
dcr b|r800|_||05
dcr b|z180|_||05
dcr b|z80|_||05
dcr b|z80n|_||05
dcr c|8080|_||0D
dcr c|8080_strict|_||0D
dcr c|8085|_||0D
dcr c|8085_strict|_||0D
dcr c|ez80|_||0D
dcr c|ez80_z80|_||0D
dcr c|gbz80|_||0D
dcr c|kc160|_||0D
dcr c|kc160_z80|_||0D
dcr c|r2ka|_||0D
dcr c|r3k|_||0D
dcr c|r4k|_||0D
dcr c|r5k|_||0D
dcr c|r6k|_||0D
dcr c|r800|_||0D
dcr c|z180|_||0D
dcr c|z80|_||0D
dcr c|z80n|_||0D
dcr d|8080|_||15
dcr d|8080_strict|_||15
dcr d|8085|_||15
dcr d|8085_strict|_||15
dcr d|ez80|_||15
dcr d|ez80_z80|_||15
dcr d|gbz80|_||15
dcr d|kc160|_||15
dcr d|kc160_z80|_||15
dcr d|r2ka|_||15
dcr d|r3k|_||15
dcr d|r4k|_||15
dcr d|r5k|_||15
dcr d|r6k|_||15
dcr d|r800|_||15
dcr d|z180|_||15
dcr d|z80|_||15
dcr d|z80n|_||15
dcr e|8080|_||1D
dcr e|8080_strict|_||1D
dcr e|8085|_||1D
dcr e|8085_strict|_||1D
dcr e|ez80|_||1D
dcr e|ez80_z80|_||1D
dcr e|gbz80|_||1D
dcr e|kc160|_||1D
dcr e|kc160_z80|_||1D
dcr e|r2ka|_||1D
dcr e|r3k|_||1D
dcr e|r4k|_||1D
dcr e|r5k|_||1D
dcr e|r6k|_||1D
dcr e|r800|_||1D
dcr e|z180|_||1D
dcr e|z80|_||1D
dcr e|z80n|_||1D
dcr h|8080|_||25
dcr h|8080_strict|_||25
dcr h|8085|_||25
dcr h|8085_strict|_||25
dcr h|ez80|_||25
dcr h|ez80_z80|_||25
dcr h|gbz80|_||25
dcr h|kc160|_||25
dcr h|kc160_z80|_||25
dcr h|r2ka|_||25
dcr h|r3k|_||25
dcr h|r4k|_||25
dcr h|r5k|_||25
dcr h|r6k|_||25
dcr h|r800|_||25
dcr h|z180|_||25
dcr h|z80|_||25
dcr h|z80n|_||25
dcr l|8080|_||2D
dcr l|8080_strict|_||2D
dcr l|8085|_||2D
dcr l|8085_strict|_||2D
dcr l|ez80|_||2D
dcr l|ez80_z80|_||2D
dcr l|gbz80|_||2D
dcr l|kc160|_||2D
dcr l|kc160_z80|_||2D
dcr l|r2ka|_||2D
dcr l|r3k|_||2D
dcr l|r4k|_||2D
dcr l|r5k|_||2D
dcr l|r6k|_||2D
dcr l|r800|_||2D
dcr l|z180|_||2D
dcr l|z80|_||2D
dcr l|z80n|_||2D
dcr m|8080|_||35
dcr m|8080_strict|_||35
dcr m|8085|_||35
dcr m|8085_strict|_||35
dcr m|ez80|_||35
dcr m|ez80_z80|_||35
dcr m|gbz80|_||35
dcr m|kc160|_||35
dcr m|kc160_z80|_||35
dcr m|r2ka|_||35
dcr m|r3k|_||35
dcr m|r4k|_||35
dcr m|r5k|_||35
dcr m|r6k|_||35
dcr m|r800|_||35
dcr m|z180|_||35
dcr m|z80|_||35
dcr m|z80n|_||35
dcx b|8080|_||0B
dcx b|8080_strict|_||0B
dcx b|8085|_||0B
dcx b|8085_strict|_||0B
dcx b|ez80|_||0B
dcx b|ez80_z80|_||0B
dcx b|gbz80|_||0B
dcx b|kc160|_||0B
dcx b|kc160_z80|_||0B
dcx b|r2ka|_||0B
dcx b|r3k|_||0B
dcx b|r4k|_||0B
dcx b|r5k|_||0B
dcx b|r6k|_||0B
dcx b|r800|_||0B
dcx b|z180|_||0B
dcx b|z80|_||0B
dcx b|z80n|_||0B
dcx bc|8080|_||0B
dcx bc|8085|_||0B
dcx bc|ez80|_||0B
dcx bc|ez80_z80|_||0B
dcx bc|gbz80|_||0B
dcx bc|kc160|_||0B
dcx bc|kc160_z80|_||0B
dcx bc|r2ka|_||0B
dcx bc|r3k|_||0B
dcx bc|r4k|_||0B
dcx bc|r5k|_||0B
dcx bc|r6k|_||0B
dcx bc|r800|_||0B
dcx bc|z180|_||0B
dcx bc|z80|_||0B
dcx bc|z80n|_||0B
dcx d|8080|_||1B
dcx d|8080_strict|_||1B
dcx d|8085|_||1B
dcx d|8085_strict|_||1B
dcx d|ez80|_||1B
dcx d|ez80_z80|_||1B
dcx d|gbz80|_||1B
dcx d|kc160|_||1B
dcx d|kc160_z80|_||1B
dcx d|r2ka|_||1B
dcx d|r3k|_||1B
dcx d|r4k|_||1B
dcx d|r5k|_||1B
dcx d|r6k|_||1B
dcx d|r800|_||1B
dcx d|z180|_||1B
dcx d|z80|_||1B
dcx d|z80n|_||1B
dcx de|8080|_||1B
dcx de|8085|_||1B
dcx de|ez80|_||1B
dcx de|ez80_z80|_||1B
dcx de|gbz80|_||1B
dcx de|kc160|_||1B
dcx de|kc160_z80|_||1B
dcx de|r2ka|_||1B
dcx de|r3k|_||1B
dcx de|r4k|_||1B
dcx de|r5k|_||1B
dcx de|r6k|_||1B
dcx de|r800|_||1B
dcx de|z180|_||1B
dcx de|z80|_||1B
dcx de|z80n|_||1B
dcx h|8080|_||2B
dcx h|8080_strict|_||2B
dcx h|8085|_||2B
dcx h|8085_strict|_||2B
dcx h|ez80|_||2B
dcx h|ez80_z80|_||2B
dcx h|gbz80|_||2B
dcx h|kc160|_||2B
dcx h|kc160_z80|_||2B
dcx h|r2ka|_||2B
dcx h|r3k|_||2B
dcx h|r4k|_||2B
dcx h|r5k|_||2B
dcx h|r6k|_||2B
dcx h|r800|_||2B
dcx h|z180|_||2B
dcx h|z80|_||2B
dcx h|z80n|_||2B
dcx hl|8080|_||2B
dcx hl|8085|_||2B
dcx hl|ez80|_||2B
dcx hl|ez80_z80|_||2B
dcx hl|gbz80|_||2B
dcx hl|kc160|_||2B
dcx hl|kc160_z80|_||2B
dcx hl|r2ka|_||2B
dcx hl|r3k|_||2B
dcx hl|r4k|_||2B
dcx hl|r5k|_||2B
dcx hl|r6k|_||2B
dcx hl|r800|_||2B
dcx hl|z180|_||2B
dcx hl|z80|_||2B
dcx hl|z80n|_||2B
dcx sp|8080|_||3B
dcx sp|8080_strict|_||3B
dcx sp|8085|_||3B
dcx sp|8085_strict|_||3B
dcx sp|ez80|_||3B
dcx sp|ez80_z80|_||3B
dcx sp|gbz80|_||3B
dcx sp|kc160|_||3B
dcx sp|kc160_z80|_||3B
dcx sp|r2ka|_||3B
dcx sp|r3k|_||3B
dcx sp|r4k|_||3B
dcx sp|r5k|_||3B
dcx sp|r6k|_||3B
dcx sp|r800|_||3B
dcx sp|z180|_||3B
dcx sp|z80|_||3B
dcx sp|z80n|_||3B
dec (ahl)|kc160|_||52;35
dec (ahl)|kc160_strict|_||52;35
dec (aix)|kc160|_||52;DD 35 00
dec (aix)|kc160_strict|_||52;DD 35 00
dec (aix+%d)|kc160|_||52;DD 35 %d
dec (aix+%d)|kc160_strict|_||52;DD 35 %d
dec (aiy)|kc160|_||52;FD 35 00
dec (aiy)|kc160_strict|_||52;FD 35 00
dec (aiy+%d)|kc160|_||52;FD 35 %d
dec (aiy+%d)|kc160_strict|_||52;FD 35 %d
dec (hl)|8080|_||35
dec (hl)|8085|_||35
dec (hl)|ez80|_||35
dec (hl)|ez80_strict|_||35
dec (hl)|ez80_z80|_||35
dec (hl)|ez80_z80_strict|_||35
dec (hl)|gbz80|_||35
dec (hl)|gbz80_strict|_||35
dec (hl)|kc160|_||35
dec (hl)|kc160_strict|_||35
dec (hl)|kc160_z80|_||35
dec (hl)|kc160_z80_strict|_||35
dec (hl)|r2ka|_||35
dec (hl)|r2ka_strict|_||35
dec (hl)|r3k|_||35
dec (hl)|r3k_strict|_||35
dec (hl)|r4k|_||35
dec (hl)|r4k_strict|_||35
dec (hl)|r5k|_||35
dec (hl)|r5k_strict|_||35
dec (hl)|r6k|_||35
dec (hl)|r6k_strict|_||35
dec (hl)|r800|_||35
dec (hl)|r800_strict|_||35
dec (hl)|z180|_||35
dec (hl)|z180_strict|_||35
dec (hl)|z80|_||35
dec (hl)|z80_strict|_||35
dec (hl)|z80n|_||35
dec (hl)|z80n_strict|_||35
dec (hl+)|8080|X||35;23
dec (hl+)|8085|X||35;23
dec (hl+)|ez80|X||35;23
dec (hl+)|ez80_z80|X||35;23
dec (hl+)|gbz80|X||35;23
dec (hl+)|kc160|X||35;23
dec (hl+)|kc160_z80|X||35;23
dec (hl+)|r2ka|X||35;23
dec (hl+)|r3k|X||35;23
dec (hl+)|r4k|X||35;23
dec (hl+)|r5k|X||35;23
dec (hl+)|r6k|X||35;23
dec (hl+)|r800|X||35;23
dec (hl+)|z180|X||35;23
dec (hl+)|z80|X||35;23
dec (hl+)|z80n|X||35;23
dec (hl-)|8080|X||35;2B
dec (hl-)|8085|X||35;2B
dec (hl-)|ez80|X||35;2B
dec (hl-)|ez80_z80|X||35;2B
dec (hl-)|gbz80|X||35;2B
dec (hl-)|kc160|X||35;2B
dec (hl-)|kc160_z80|X||35;2B
dec (hl-)|r2ka|X||35;2B
dec (hl-)|r3k|X||35;2B
dec (hl-)|r4k|X||35;2B
dec (hl-)|r5k|X||35;2B
dec (hl-)|r6k|X||35;2B
dec (hl-)|r800|X||35;2B
dec (hl-)|z180|X||35;2B
dec (hl-)|z80|X||35;2B
dec (hl-)|z80n|X||35;2B
dec (ix)|ez80|_||DD 35 00
dec (ix)|ez80_strict|_||DD 35 00
dec (ix)|ez80_z80|_||DD 35 00
dec (ix)|ez80_z80_strict|_||DD 35 00
dec (ix)|kc160|_||DD 35 00
dec (ix)|kc160_strict|_||DD 35 00
dec (ix)|kc160_z80|_||DD 35 00
dec (ix)|kc160_z80_strict|_||DD 35 00
dec (ix)|r2ka|_||DD 35 00
dec (ix)|r2ka_strict|_||DD 35 00
dec (ix)|r3k|_||DD 35 00
dec (ix)|r3k_strict|_||DD 35 00
dec (ix)|r4k|_||DD 35 00
dec (ix)|r4k_strict|_||DD 35 00
dec (ix)|r5k|_||DD 35 00
dec (ix)|r5k_strict|_||DD 35 00
dec (ix)|r6k|_||DD 35 00
dec (ix)|r6k_strict|_||DD 35 00
dec (ix)|r800|_||DD 35 00
dec (ix)|r800_strict|_||DD 35 00
dec (ix)|z180|_||DD 35 00
dec (ix)|z180_strict|_||DD 35 00
dec (ix)|z80|_||DD 35 00
dec (ix)|z80_strict|_||DD 35 00
dec (ix)|z80n|_||DD 35 00
dec (ix)|z80n_strict|_||DD 35 00
dec (ix+%d)|ez80|_||DD 35 %d
dec (ix+%d)|ez80_strict|_||DD 35 %d
dec (ix+%d)|ez80_z80|_||DD 35 %d
dec (ix+%d)|ez80_z80_strict|_||DD 35 %d
dec (ix+%d)|kc160|_||DD 35 %d
dec (ix+%d)|kc160_strict|_||DD 35 %d
dec (ix+%d)|kc160_z80|_||DD 35 %d
dec (ix+%d)|kc160_z80_strict|_||DD 35 %d
dec (ix+%d)|r2ka|_||DD 35 %d
dec (ix+%d)|r2ka_strict|_||DD 35 %d
dec (ix+%d)|r3k|_||DD 35 %d
dec (ix+%d)|r3k_strict|_||DD 35 %d
dec (ix+%d)|r4k|_||DD 35 %d
dec (ix+%d)|r4k_strict|_||DD 35 %d
dec (ix+%d)|r5k|_||DD 35 %d
dec (ix+%d)|r5k_strict|_||DD 35 %d
dec (ix+%d)|r6k|_||DD 35 %d
dec (ix+%d)|r6k_strict|_||DD 35 %d
dec (ix+%d)|r800|_||DD 35 %d
dec (ix+%d)|r800_strict|_||DD 35 %d
dec (ix+%d)|z180|_||DD 35 %d
dec (ix+%d)|z180_strict|_||DD 35 %d
dec (ix+%d)|z80|_||DD 35 %d
dec (ix+%d)|z80_strict|_||DD 35 %d
dec (ix+%d)|z80n|_||DD 35 %d
dec (ix+%d)|z80n_strict|_||DD 35 %d
dec (iy)|ez80|_||FD 35 00
dec (iy)|ez80_strict|_||FD 35 00
dec (iy)|ez80_z80|_||FD 35 00
dec (iy)|ez80_z80_strict|_||FD 35 00
dec (iy)|kc160|_||FD 35 00
dec (iy)|kc160_strict|_||FD 35 00
dec (iy)|kc160_z80|_||FD 35 00
dec (iy)|kc160_z80_strict|_||FD 35 00
dec (iy)|r2ka|_||FD 35 00
dec (iy)|r2ka_strict|_||FD 35 00
dec (iy)|r3k|_||FD 35 00
dec (iy)|r3k_strict|_||FD 35 00
dec (iy)|r4k|_||FD 35 00
dec (iy)|r4k_strict|_||FD 35 00
dec (iy)|r5k|_||FD 35 00
dec (iy)|r5k_strict|_||FD 35 00
dec (iy)|r6k|_||FD 35 00
dec (iy)|r6k_strict|_||FD 35 00
dec (iy)|r800|_||FD 35 00
dec (iy)|r800_strict|_||FD 35 00
dec (iy)|z180|_||FD 35 00
dec (iy)|z180_strict|_||FD 35 00
dec (iy)|z80|_||FD 35 00
dec (iy)|z80_strict|_||FD 35 00
dec (iy)|z80n|_||FD 35 00
dec (iy)|z80n_strict|_||FD 35 00
dec (iy+%d)|ez80|_||FD 35 %d
dec (iy+%d)|ez80_strict|_||FD 35 %d
dec (iy+%d)|ez80_z80|_||FD 35 %d
dec (iy+%d)|ez80_z80_strict|_||FD 35 %d
dec (iy+%d)|kc160|_||FD 35 %d
