asm|cpu|synth
call.sis gtu, %m|ez80_z80|jr z, %t;call.sis nc, %m;%t:
call.sis leu, %m|ez80_z80|jr z, %t4;jr nc, %t;%t4:;call.sis %m;%t:
call.sis ltu, %m|ez80_z80|call.sis c, %m
call.sis ne, %m|ez80_z80|call.sis nz, %m
call.sis nv, %m|ez80_z80|call.sis po, %m
call.sis v, %m|ez80_z80|call.sis pe, %m
call3 leu, %m|kc160|jr z, %t5;jr nc, %t;%t5:;call3 %m;%t:
cc %m|r2ka|jr nc, %t;call %m;%t:
cc %m|r3k|jr nc, %t;call %m;%t:
cc %m|r4k|jr nc, %t;call %m;%t:
cc %m|r5k|jr nc, %t;call %m;%t:
cc %m|r6k|jr nc, %t;call %m;%t:
ceq %m|8080|cz %m
ceq %m|8085|cz %m
ceq %m|ez80|call z, %m
ceq %m|ez80_z80|call z, %m
ceq %m|gbz80|call z, %m
ceq %m|kc160|call z, %m
ceq %m|kc160_z80|call z, %m
ceq %m|r2ka|jr nz, %t;call %m;%t:
ceq %m|r3k|jr nz, %t;call %m;%t:
ceq %m|r4k|jr nz, %t;call %m;%t:
ceq %m|r5k|jr nz, %t;call %m;%t:
ceq %m|r6k|jr nz, %t;call %m;%t:
ceq %m|r800|call z, %m
ceq %m|z180|call z, %m
ceq %m|z80|call z, %m
ceq %m|z80n|call z, %m
cgeu %m|8080|cnc %m
cgeu %m|8085|cnc %m
cgeu %m|ez80|call nc, %m
cgeu %m|ez80_z80|call nc, %m
cgeu %m|gbz80|call nc, %m
cgeu %m|kc160|call nc, %m
cgeu %m|kc160_z80|call nc, %m
cgeu %m|r2ka|jr c, %t;call %m;%t:
cgeu %m|r3k|jr c, %t;call %m;%t:
cgeu %m|r4k|jr c, %t;call %m;%t:
cgeu %m|r5k|jr c, %t;call %m;%t:
cgeu %m|r6k|jr c, %t;call %m;%t:
cgeu %m|r800|call nc, %m
cgeu %m|z180|call nc, %m
cgeu %m|z80|call nc, %m
cgeu %m|z80n|call nc, %m
cgtu %m|8080|jz %t;cnc %m;%t:
cgtu %m|8085|jz %t;cnc %m;%t:
cgtu %m|ez80|jr z, %t;call nc, %m;%t:
cgtu %m|ez80_z80|jr z, %t;call nc, %m;%t:
cgtu %m|gbz80|jr z, %t;call nc, %m;%t:
cgtu %m|kc160|jr z, %t;call nc, %m;%t:
cgtu %m|kc160_z80|jr z, %t;call nc, %m;%t:
cgtu %m|r2ka|jr z, %t;jr c, %t;call %m;%t:
cgtu %m|r3k|jr z, %t;jr c, %t;call %m;%t:
cgtu %m|r4k|jr z, %t;jr c, %t;call %m;%t:
cgtu %m|r5k|jr z, %t;jr c, %t;call %m;%t:
cgtu %m|r6k|jr z, %t;jr c, %t;call %m;%t:
cgtu %m|r800|jr z, %t;call nc, %m;%t:
cgtu %m|z180|jr z, %t;call nc, %m;%t:
cgtu %m|z80|jr z, %t;call nc, %m;%t:
cgtu %m|z80n|jr z, %t;call nc, %m;%t:
cleu %m|8080|jz %t3;jnc %t;%t3:;call %m;%t:
cleu %m|8085|jz %t3;jnc %t;%t3:;call %m;%t:
cleu %m|ez80|jr z, %t4;jr nc, %t;%t4:;call %m;%t:
cleu %m|ez80_z80|jr z, %t3;jr nc, %t;%t3:;call %m;%t:
cleu %m|gbz80|jr z, %t3;jr nc, %t;%t3:;call %m;%t:
cleu %m|kc160|jr z, %t3;jr nc, %t;%t3:;call %m;%t:
cleu %m|kc160_z80|jr z, %t3;jr nc, %t;%t3:;call %m;%t:
cleu %m|r2ka|jr z, %t3;jr nc, %t;%t3:;call %m;%t:
cleu %m|r3k|jr z, %t3;jr nc, %t;%t3:;call %m;%t:
cleu %m|r4k|jr z, %t3;jr nc, %t;%t3:;call %m;%t:
cleu %m|r5k|jr z, %t3;jr nc, %t;%t3:;call %m;%t:
cleu %m|r6k|jr z, %t3;jr nc, %t;%t3:;call %m;%t:
cleu %m|r800|jr z, %t3;jr nc, %t;%t3:;call %m;%t:
cleu %m|z180|jr z, %t3;jr nc, %t;%t3:;call %m;%t:
cleu %m|z80|jr z, %t3;jr nc, %t;%t3:;call %m;%t:
cleu %m|z80n|jr z, %t3;jr nc, %t;%t3:;call %m;%t:
clo %m|r2ka|jp po, %t;call %m;%t:
clo %m|r3k|jp po, %t;call %m;%t:
clo %m|r4k|jp po, %t;call %m;%t:
clo %m|r5k|jp po, %t;call %m;%t:
clo %m|r6k|jp po, %t;call %m;%t:
clr (hl)|8080|ld (hl), 0
clr (hl)|8085|ld (hl), 0
clr (hl)|ez80|ld (hl), 0
clr (hl)|ez80_z80|ld (hl), 0
clr (hl)|gbz80|ld (hl), 0
clr (hl)|kc160|ld (hl), 0
clr (hl)|kc160_z80|ld (hl), 0
clr (hl)|r2ka|ld (hl), 0
clr (hl)|r3k|ld (hl), 0
clr (hl)|r4k|ld (hl), 0
clr (hl)|r5k|ld (hl), 0
clr (hl)|r6k|ld (hl), 0
clr (hl)|r800|ld (hl), 0
clr (hl)|z180|ld (hl), 0
clr (hl)|z80|ld (hl), 0
clr (hl)|z80n|ld (hl), 0
clr (ix)|ez80|ld (ix), 0
clr (ix)|ez80_z80|ld (ix), 0
clr (ix)|kc160|ld (ix), 0
clr (ix)|kc160_z80|ld (ix), 0
clr (ix)|r2ka|ld (ix), 0
clr (ix)|r3k|ld (ix), 0
clr (ix)|r4k|ld (ix), 0
clr (ix)|r5k|ld (ix), 0
clr (ix)|r6k|ld (ix), 0
clr (ix)|r800|ld (ix), 0
clr (ix)|z180|ld (ix), 0
clr (ix)|z80|ld (ix), 0
clr (ix)|z80n|ld (ix), 0
clr (ix+%d)|ez80|ld (ix+%d), 0
clr (ix+%d)|ez80_z80|ld (ix+%d), 0
clr (ix+%d)|kc160|ld (ix+%d), 0
clr (ix+%d)|kc160_z80|ld (ix+%d), 0
clr (ix+%d)|r2ka|ld (ix+%d), 0
clr (ix+%d)|r3k|ld (ix+%d), 0
clr (ix+%d)|r4k|ld (ix+%d), 0
clr (ix+%d)|r5k|ld (ix+%d), 0
clr (ix+%d)|r6k|ld (ix+%d), 0
clr (ix+%d)|r800|ld (ix+%d), 0
clr (ix+%d)|z180|ld (ix+%d), 0
clr (ix+%d)|z80|ld (ix+%d), 0
clr (ix+%d)|z80n|ld (ix+%d), 0
clr (iy)|ez80|ld (iy), 0
clr (iy)|ez80_z80|ld (iy), 0
clr (iy)|kc160|ld (iy), 0
clr (iy)|kc160_z80|ld (iy), 0
clr (iy)|r2ka|ld (iy), 0
clr (iy)|r3k|ld (iy), 0
clr (iy)|r4k|ld (iy), 0
clr (iy)|r5k|ld (iy), 0
clr (iy)|r6k|ld (iy), 0
clr (iy)|r800|ld (iy), 0
clr (iy)|z180|ld (iy), 0
clr (iy)|z80|ld (iy), 0
clr (iy)|z80n|ld (iy), 0
clr (iy+%d)|ez80|ld (iy+%d), 0
clr (iy+%d)|ez80_z80|ld (iy+%d), 0
clr (iy+%d)|kc160|ld (iy+%d), 0
clr (iy+%d)|kc160_z80|ld (iy+%d), 0
clr (iy+%d)|r2ka|ld (iy+%d), 0
clr (iy+%d)|r3k|ld (iy+%d), 0
clr (iy+%d)|r4k|ld (iy+%d), 0
clr (iy+%d)|r5k|ld (iy+%d), 0
clr (iy+%d)|r6k|ld (iy+%d), 0
clr (iy+%d)|r800|ld (iy+%d), 0
clr (iy+%d)|z180|ld (iy+%d), 0
clr (iy+%d)|z80|ld (iy+%d), 0
clr (iy+%d)|z80n|ld (iy+%d), 0
clr a|8080|ld a, 0
clr a|8085|ld a, 0
clr a|ez80|ld a, 0
clr a|ez80_z80|ld a, 0
clr a|gbz80|ld a, 0
clr a|kc160|ld a, 0
clr a|kc160_z80|ld a, 0
clr a|r2ka|ld a, 0
clr a|r3k|ld a, 0
clr a|r4k|ld a, 0
clr a|r5k|ld a, 0
clr a|r6k|ld a, 0
clr a|r800|ld a, 0
clr a|z180|ld a, 0
clr a|z80|ld a, 0
clr a|z80n|ld a, 0
clr a'|r2ka|altd ld a, 0
clr a'|r3k|altd ld a, 0
clr a'|r4k|altd ld a, 0
clr a'|r5k|altd ld a, 0
clr a'|r6k|altd ld a, 0
clr b|8080|ld b, 0
clr b|8085|ld b, 0
clr b|ez80|ld b, 0
clr b|ez80_z80|ld b, 0
clr b|gbz80|ld b, 0
clr b|kc160|ld b, 0
clr b|kc160_z80|ld b, 0
clr b|r2ka|ld b, 0
clr b|r3k|ld b, 0
clr b|r4k|ld b, 0
clr b|r5k|ld b, 0
clr b|r6k|ld b, 0
clr b|r800|ld b, 0
clr b|z180|ld b, 0
clr b|z80|ld b, 0
clr b|z80n|ld b, 0
clr b'|r2ka|altd ld b, 0
clr b'|r3k|altd ld b, 0
clr b'|r4k|altd ld b, 0
clr b'|r5k|altd ld b, 0
clr b'|r6k|altd ld b, 0
clr bc|8080|ld bc, 0
clr bc|8085|ld bc, 0
clr bc|ez80|ld bc, 0
clr bc|ez80_z80|ld bc, 0
clr bc|gbz80|ld bc, 0
clr bc|kc160|ld bc, 0
clr bc|kc160_z80|ld bc, 0
clr bc|r2ka|ld bc, 0
clr bc|r3k|ld bc, 0
clr bc|r4k|ld bc, 0
clr bc|r5k|ld bc, 0
clr bc|r6k|ld bc, 0
clr bc|r800|ld bc, 0
clr bc|z180|ld bc, 0
clr bc|z80|ld bc, 0
clr bc|z80n|ld bc, 0
clr bc'|r2ka|altd ld bc, 0
clr bc'|r3k|altd ld bc, 0
clr bc'|r4k|altd ld bc, 0
clr bc'|r5k|altd ld bc, 0
clr bc'|r6k|altd ld bc, 0
clr c|8080|ld c, 0
clr c|8085|ld c, 0
clr c|ez80|ld c, 0
clr c|ez80_z80|ld c, 0
clr c|gbz80|ld c, 0
clr c|kc160|ld c, 0
clr c|kc160_z80|ld c, 0
clr c|r2ka|ld c, 0
clr c|r3k|ld c, 0
clr c|r4k|ld c, 0
clr c|r5k|ld c, 0
clr c|r6k|ld c, 0
clr c|r800|ld c, 0
clr c|z180|ld c, 0
clr c|z80|ld c, 0
clr c|z80n|ld c, 0
clr c'|r2ka|altd ld c, 0
clr c'|r3k|altd ld c, 0
clr c'|r4k|altd ld c, 0
clr c'|r5k|altd ld c, 0
clr c'|r6k|altd ld c, 0
clr d|8080|ld d, 0
clr d|8085|ld d, 0
clr d|ez80|ld d, 0
clr d|ez80_z80|ld d, 0
clr d|gbz80|ld d, 0
clr d|kc160|ld d, 0
clr d|kc160_z80|ld d, 0
clr d|r2ka|ld d, 0
clr d|r3k|ld d, 0
clr d|r4k|ld d, 0
clr d|r5k|ld d, 0
clr d|r6k|ld d, 0
clr d|r800|ld d, 0
clr d|z180|ld d, 0
clr d|z80|ld d, 0
clr d|z80n|ld d, 0
clr d'|r2ka|altd ld d, 0
clr d'|r3k|altd ld d, 0
clr d'|r4k|altd ld d, 0
clr d'|r5k|altd ld d, 0
clr d'|r6k|altd ld d, 0
clr de|8080|ld de, 0
clr de|8085|ld de, 0
clr de|ez80|ld de, 0
clr de|ez80_z80|ld de, 0
clr de|gbz80|ld de, 0
clr de|kc160|ld de, 0
clr de|kc160_z80|ld de, 0
clr de|r2ka|ld de, 0
clr de|r3k|ld de, 0
clr de|r4k|ld de, 0
clr de|r5k|ld de, 0
clr de|r6k|ld de, 0
clr de|r800|ld de, 0
clr de|z180|ld de, 0
clr de|z80|ld de, 0
clr de|z80n|ld de, 0
clr de'|r2ka|altd ld de, 0
clr de'|r3k|altd ld de, 0
clr de'|r4k|altd ld de, 0
clr de'|r5k|altd ld de, 0
clr de'|r6k|altd ld de, 0
clr e|8080|ld e, 0
clr e|8085|ld e, 0
clr e|ez80|ld e, 0
clr e|ez80_z80|ld e, 0
clr e|gbz80|ld e, 0
clr e|kc160|ld e, 0
clr e|kc160_z80|ld e, 0
clr e|r2ka|ld e, 0
clr e|r3k|ld e, 0
clr e|r4k|ld e, 0
clr e|r5k|ld e, 0
clr e|r6k|ld e, 0
clr e|r800|ld e, 0
clr e|z180|ld e, 0
clr e|z80|ld e, 0
clr e|z80n|ld e, 0
clr e'|r2ka|altd ld e, 0
clr e'|r3k|altd ld e, 0
clr e'|r4k|altd ld e, 0
clr e'|r5k|altd ld e, 0
clr e'|r6k|altd ld e, 0
clr h|8080|ld h, 0
clr h|8085|ld h, 0
clr h|ez80|ld h, 0
clr h|ez80_z80|ld h, 0
clr h|gbz80|ld h, 0
clr h|kc160|ld h, 0
clr h|kc160_z80|ld h, 0
clr h|r2ka|ld h, 0
clr h|r3k|ld h, 0
clr h|r4k|ld h, 0
clr h|r5k|ld h, 0
clr h|r6k|ld h, 0
clr h|r800|ld h, 0
clr h|z180|ld h, 0
clr h|z80|ld h, 0
clr h|z80n|ld h, 0
clr h'|r2ka|altd ld h, 0
clr h'|r3k|altd ld h, 0
clr h'|r4k|altd ld h, 0
clr h'|r5k|altd ld h, 0
clr h'|r6k|altd ld h, 0
clr hl|8080|ld hl, 0
clr hl|8085|ld hl, 0
clr hl|ez80|ld hl, 0
clr hl|ez80_z80|ld hl, 0
clr hl|gbz80|ld hl, 0
clr hl|kc160|ld hl, 0
clr hl|kc160_z80|ld hl, 0
clr hl|r2ka|ld hl, 0
clr hl|r3k|ld hl, 0
clr hl|r800|ld hl, 0
clr hl|z180|ld hl, 0
clr hl|z80|ld hl, 0
clr hl|z80n|ld hl, 0
clr hl'|r2ka|altd ld hl, 0
clr hl'|r3k|altd ld hl, 0
clr ix|ez80|ld ix, 0
clr ix|ez80_z80|ld ix, 0
clr ix|kc160|ld ix, 0
clr ix|kc160_z80|ld ix, 0
clr ix|r2ka|ld ix, 0
clr ix|r3k|ld ix, 0
clr ix|r4k|ld ix, 0
clr ix|r5k|ld ix, 0
clr ix|r6k|ld ix, 0
clr ix|r800|ld ix, 0
clr ix|z180|ld ix, 0
clr ix|z80|ld ix, 0
clr ix|z80n|ld ix, 0
clr ixh|ez80|ld ixh, 0
clr ixh|ez80_z80|ld ixh, 0
clr ixh|r800|ld ixh, 0
clr ixh|z80|ld ixh, 0
clr ixh|z80n|ld ixh, 0
clr ixl|ez80|ld ixl, 0
clr ixl|ez80_z80|ld ixl, 0
clr ixl|r800|ld ixl, 0
clr ixl|z80|ld ixl, 0
clr ixl|z80n|ld ixl, 0
clr iy|ez80|ld iy, 0
clr iy|ez80_z80|ld iy, 0
clr iy|kc160|ld iy, 0
clr iy|kc160_z80|ld iy, 0
clr iy|r2ka|ld iy, 0
clr iy|r3k|ld iy, 0
clr iy|r4k|ld iy, 0
clr iy|r5k|ld iy, 0
clr iy|r6k|ld iy, 0
clr iy|r800|ld iy, 0
clr iy|z180|ld iy, 0
clr iy|z80|ld iy, 0
clr iy|z80n|ld iy, 0
clr iyh|ez80|ld iyh, 0
clr iyh|ez80_z80|ld iyh, 0
clr iyh|r800|ld iyh, 0
clr iyh|z80|ld iyh, 0
clr iyh|z80n|ld iyh, 0
clr iyl|ez80|ld iyl, 0
clr iyl|ez80_z80|ld iyl, 0
clr iyl|r800|ld iyl, 0
clr iyl|z80|ld iyl, 0
clr iyl|z80n|ld iyl, 0
clr l|8080|ld l, 0
clr l|8085|ld l, 0
clr l|ez80|ld l, 0
clr l|ez80_z80|ld l, 0
clr l|gbz80|ld l, 0
clr l|kc160|ld l, 0
clr l|kc160_z80|ld l, 0
clr l|r2ka|ld l, 0
clr l|r3k|ld l, 0
clr l|r4k|ld l, 0
clr l|r5k|ld l, 0
clr l|r6k|ld l, 0
clr l|r800|ld l, 0
clr l|z180|ld l, 0
clr l|z80|ld l, 0
clr l|z80n|ld l, 0
clr l'|r2ka|altd ld l, 0
clr l'|r3k|altd ld l, 0
clr l'|r4k|altd ld l, 0
clr l'|r5k|altd ld l, 0
clr l'|r6k|altd ld l, 0
cltu %m|8080|cc %m
cltu %m|8085|cc %m
cltu %m|ez80|call c, %m
cltu %m|ez80_z80|call c, %m
cltu %m|gbz80|call c, %m
cltu %m|kc160|call c, %m
cltu %m|kc160_z80|call c, %m
cltu %m|r2ka|jr nc, %t;call %m;%t:
cltu %m|r3k|jr nc, %t;call %m;%t:
cltu %m|r4k|jr nc, %t;call %m;%t:
cltu %m|r5k|jr nc, %t;call %m;%t:
cltu %m|r6k|jr nc, %t;call %m;%t:
cltu %m|r800|call c, %m
cltu %m|z180|call c, %m
cltu %m|z80|call c, %m
cltu %m|z80n|call c, %m
clz %m|r2ka|jp v, %t;call %m;%t:
clz %m|r3k|jp v, %t;call %m;%t:
clz %m|r4k|jp pe, %t;call %m;%t:
clz %m|r5k|jp pe, %t;call %m;%t:
clz %m|r6k|jp pe, %t;call %m;%t:
cm %m|r2ka|jp p, %t;call %m;%t:
cm %m|r3k|jp p, %t;call %m;%t:
cm %m|r4k|jp p, %t;call %m;%t:
cm %m|r5k|jp p, %t;call %m;%t:
cm %m|r6k|jp p, %t;call %m;%t:
cmp (hl+)|8080|cmp m;inx h
cmp (hl+)|8085|cmp m;inx h
cmp (hl+)|ez80|cp a, (hl);inc hl
cmp (hl+)|ez80_z80|cp a, (hl);inc hl
cmp (hl+)|gbz80|cp (hl);inc hl
cmp (hl+)|kc160|cp (hl);inc hl
cmp (hl+)|kc160_z80|cp (hl);inc hl
cmp (hl+)|r2ka|cp (hl);inc hl
cmp (hl+)|r3k|cp (hl);inc hl
cmp (hl+)|r4k|cp (hl);inc hl
cmp (hl+)|r5k|cp (hl);inc hl
cmp (hl+)|r6k|cp (hl);inc hl
cmp (hl+)|r800|cp (hl);inc hl
cmp (hl+)|z180|cp (hl);inc hl
cmp (hl+)|z80|cp (hl);inc hl
cmp (hl+)|z80n|cp (hl);inc hl
cmp (hl-)|8080|cmp m;dcx h
cmp (hl-)|8085|cmp m;dcx h
cmp (hl-)|ez80|cp a, (hl);dec hl
cmp (hl-)|ez80_z80|cp a, (hl);dec hl
cmp (hl-)|gbz80|cp (hl);dec hl
cmp (hl-)|kc160|cp (hl);dec hl
cmp (hl-)|kc160_z80|cp (hl);dec hl
cmp (hl-)|r2ka|cp (hl);dec hl
cmp (hl-)|r3k|cp (hl);dec hl
cmp (hl-)|r4k|cp (hl);dec hl
cmp (hl-)|r5k|cp (hl);dec hl
cmp (hl-)|r6k|cp (hl);dec hl
cmp (hl-)|r800|cp (hl);dec hl
cmp (hl-)|z180|cp (hl);dec hl
cmp (hl-)|z80|cp (hl);dec hl
cmp (hl-)|z80n|cp (hl);dec hl
cmp a', (hl+)|r2ka|altd cp (hl);inc hl
cmp a', (hl+)|r3k|altd cp (hl);inc hl
cmp a', (hl+)|r4k|altd cp (hl);inc hl
cmp a', (hl+)|r5k|altd cp (hl);inc hl
cmp a', (hl+)|r6k|altd cp (hl);inc hl
cmp a', (hl-)|r2ka|altd cp (hl);dec hl
cmp a', (hl-)|r3k|altd cp (hl);dec hl
cmp a', (hl-)|r4k|altd cp (hl);dec hl
cmp a', (hl-)|r5k|altd cp (hl);dec hl
cmp a', (hl-)|r6k|altd cp (hl);dec hl
cmp a, (hl+)|8080|cmp m;inx h
cmp a, (hl+)|8085|cmp m;inx h
cmp a, (hl+)|ez80|cp a, (hl);inc hl
cmp a, (hl+)|ez80_z80|cp a, (hl);inc hl
cmp a, (hl+)|gbz80|cp (hl);inc hl
cmp a, (hl+)|kc160|cp (hl);inc hl
cmp a, (hl+)|kc160_z80|cp (hl);inc hl
cmp a, (hl+)|r2ka|cp (hl);inc hl
cmp a, (hl+)|r3k|cp (hl);inc hl
cmp a, (hl+)|r4k|cp (hl);inc hl
cmp a, (hl+)|r5k|cp (hl);inc hl
cmp a, (hl+)|r6k|cp (hl);inc hl
cmp a, (hl+)|r800|cp (hl);inc hl
cmp a, (hl+)|z180|cp (hl);inc hl
cmp a, (hl+)|z80|cp (hl);inc hl
cmp a, (hl+)|z80n|cp (hl);inc hl
cmp a, (hl-)|8080|cmp m;dcx h
cmp a, (hl-)|8085|cmp m;dcx h
cmp a, (hl-)|ez80|cp a, (hl);dec hl
cmp a, (hl-)|ez80_z80|cp a, (hl);dec hl
cmp a, (hl-)|gbz80|cp (hl);dec hl
cmp a, (hl-)|kc160|cp (hl);dec hl
cmp a, (hl-)|kc160_z80|cp (hl);dec hl
cmp a, (hl-)|r2ka|cp (hl);dec hl
cmp a, (hl-)|r3k|cp (hl);dec hl
cmp a, (hl-)|r4k|cp (hl);dec hl
cmp a, (hl-)|r5k|cp (hl);dec hl
cmp a, (hl-)|r6k|cp (hl);dec hl
cmp a, (hl-)|r800|cp (hl);dec hl
cmp a, (hl-)|z180|cp (hl);dec hl
cmp a, (hl-)|z80|cp (hl);dec hl
cmp a, (hl-)|z80n|cp (hl);dec hl
cmp.l (hl+)|ez80_z80|cp.lis a, (hl);inc.lis hl
cmp.l (hl-)|ez80_z80|cp.lis a, (hl);dec.lis hl
cmp.l a, (hl+)|ez80_z80|cp.lis a, (hl);inc.lis hl
cmp.l a, (hl-)|ez80_z80|cp.lis a, (hl);dec.lis hl
cmp.lis (hl+)|ez80_z80|cp.lis a, (hl);inc.lis hl
cmp.lis (hl-)|ez80_z80|cp.lis a, (hl);dec.lis hl
cmp.lis a, (hl+)|ez80_z80|cp.lis a, (hl);inc.lis hl
cmp.lis a, (hl-)|ez80_z80|cp.lis a, (hl);dec.lis hl
cmp.s (hl+)|ez80|cp.sil a, (hl);inc.sil hl
cmp.s (hl-)|ez80|cp.sil a, (hl);dec.sil hl
cmp.s a, (hl+)|ez80|cp.sil a, (hl);inc.sil hl
cmp.s a, (hl-)|ez80|cp.sil a, (hl);dec.sil hl
cmp.sil (hl+)|ez80|cp.sil a, (hl);inc.sil hl
cmp.sil (hl-)|ez80|cp.sil a, (hl);dec.sil hl
cmp.sil a, (hl+)|ez80|cp.sil a, (hl);inc.sil hl
cmp.sil a, (hl-)|ez80|cp.sil a, (hl);dec.sil hl
cnc %m|r2ka|jr c, %t;call %m;%t:
cnc %m|r3k|jr c, %t;call %m;%t:
cnc %m|r4k|jr c, %t;call %m;%t:
cnc %m|r5k|jr c, %t;call %m;%t:
cnc %m|r6k|jr c, %t;call %m;%t:
cne %m|8080|cnz %m
cne %m|8085|cnz %m
cne %m|ez80|call nz, %m
cne %m|ez80_z80|call nz, %m
cne %m|gbz80|call nz, %m
cne %m|kc160|call nz, %m
cne %m|kc160_z80|call nz, %m
cne %m|r2ka|jr z, %t;call %m;%t:
cne %m|r3k|jr z, %t;call %m;%t:
cne %m|r4k|jr z, %t;call %m;%t:
cne %m|r5k|jr z, %t;call %m;%t:
cne %m|r6k|jr z, %t;call %m;%t:
cne %m|r800|call nz, %m
cne %m|z180|call nz, %m
cne %m|z80|call nz, %m
cne %m|z80n|call nz, %m
cnv %m|8080|cpo %m
cnv %m|8085|cpo %m
cnv %m|ez80|call po, %m
cnv %m|ez80_z80|call po, %m
cnv %m|kc160|call po, %m
cnv %m|kc160_z80|call po, %m
cnv %m|r2ka|jp v, %t;call %m;%t:
cnv %m|r3k|jp v, %t;call %m;%t:
cnv %m|r4k|jp v, %t;call %m;%t:
cnv %m|r5k|jp v, %t;call %m;%t:
cnv %m|r6k|jp v, %t;call %m;%t:
cnv %m|r800|call po, %m
cnv %m|z180|call po, %m
cnv %m|z80|call po, %m
cnv %m|z80n|call po, %m
cnz %m|r2ka|jr z, %t;call %m;%t:
cnz %m|r3k|jr z, %t;call %m;%t:
cnz %m|r4k|jr z, %t;call %m;%t:
cnz %m|r5k|jr z, %t;call %m;%t:
cnz %m|r6k|jr z, %t;call %m;%t:
cp (hl+)|8080|cmp m;inx h
cp (hl+)|8085|cmp m;inx h
cp (hl+)|ez80|cp a, (hl);inc hl
cp (hl+)|ez80_z80|cp a, (hl);inc hl
cp (hl+)|gbz80|cp (hl);inc hl
cp (hl+)|kc160|cp (hl);inc hl
cp (hl+)|kc160_z80|cp (hl);inc hl
cp (hl+)|r2ka|cp (hl);inc hl
cp (hl+)|r3k|cp (hl);inc hl
cp (hl+)|r4k|cp (hl);inc hl
cp (hl+)|r5k|cp (hl);inc hl
cp (hl+)|r6k|cp (hl);inc hl
cp (hl+)|r800|cp (hl);inc hl
cp (hl+)|z180|cp (hl);inc hl
cp (hl+)|z80|cp (hl);inc hl
cp (hl+)|z80n|cp (hl);inc hl
cp (hl-)|8080|cmp m;dcx h
cp (hl-)|8085|cmp m;dcx h
cp (hl-)|ez80|cp a, (hl);dec hl
cp (hl-)|ez80_z80|cp a, (hl);dec hl
cp (hl-)|gbz80|cp (hl);dec hl
cp (hl-)|kc160|cp (hl);dec hl
cp (hl-)|kc160_z80|cp (hl);dec hl
cp (hl-)|r2ka|cp (hl);dec hl
cp (hl-)|r3k|cp (hl);dec hl
cp (hl-)|r4k|cp (hl);dec hl
cp (hl-)|r5k|cp (hl);dec hl
cp (hl-)|r6k|cp (hl);dec hl
cp (hl-)|r800|cp (hl);dec hl
cp (hl-)|z180|cp (hl);dec hl
cp (hl-)|z80|cp (hl);dec hl
cp (hl-)|z80n|cp (hl);dec hl
cp a', (hl+)|r2ka|altd cp (hl);inc hl
cp a', (hl+)|r3k|altd cp (hl);inc hl
cp a', (hl+)|r4k|altd cp (hl);inc hl
cp a', (hl+)|r5k|altd cp (hl);inc hl
cp a', (hl+)|r6k|altd cp (hl);inc hl
cp a', (hl-)|r2ka|altd cp (hl);dec hl
cp a', (hl-)|r3k|altd cp (hl);dec hl
cp a', (hl-)|r4k|altd cp (hl);dec hl
cp a', (hl-)|r5k|altd cp (hl);dec hl
cp a', (hl-)|r6k|altd cp (hl);dec hl
cp a, (hl+)|8080|cmp m;inx h
cp a, (hl+)|8085|cmp m;inx h
cp a, (hl+)|ez80|cp a, (hl);inc hl
cp a, (hl+)|ez80_z80|cp a, (hl);inc hl
cp a, (hl+)|gbz80|cp (hl);inc hl
cp a, (hl+)|kc160|cp (hl);inc hl
cp a, (hl+)|kc160_z80|cp (hl);inc hl
cp a, (hl+)|r2ka|cp (hl);inc hl
cp a, (hl+)|r3k|cp (hl);inc hl
cp a, (hl+)|r4k|cp (hl);inc hl
cp a, (hl+)|r5k|cp (hl);inc hl
cp a, (hl+)|r6k|cp (hl);inc hl
cp a, (hl+)|r800|cp (hl);inc hl
cp a, (hl+)|z180|cp (hl);inc hl
cp a, (hl+)|z80|cp (hl);inc hl
cp a, (hl+)|z80n|cp (hl);inc hl
cp a, (hl-)|8080|cmp m;dcx h
cp a, (hl-)|8085|cmp m;dcx h
cp a, (hl-)|ez80|cp a, (hl);dec hl
cp a, (hl-)|ez80_z80|cp a, (hl);dec hl
cp a, (hl-)|gbz80|cp (hl);dec hl
cp a, (hl-)|kc160|cp (hl);dec hl
cp a, (hl-)|kc160_z80|cp (hl);dec hl
cp a, (hl-)|r2ka|cp (hl);dec hl
cp a, (hl-)|r3k|cp (hl);dec hl
cp a, (hl-)|r4k|cp (hl);dec hl
cp a, (hl-)|r5k|cp (hl);dec hl
cp a, (hl-)|r6k|cp (hl);dec hl
cp a, (hl-)|r800|cp (hl);dec hl
cp a, (hl-)|z180|cp (hl);dec hl
cp a, (hl-)|z80|cp (hl);dec hl
cp a, (hl-)|z80n|cp (hl);dec hl
cp.l (hl+)|ez80_z80|cp.lis a, (hl);inc.lis hl
cp.l (hl-)|ez80_z80|cp.lis a, (hl);dec.lis hl
cp.l a, (hl+)|ez80_z80|cp.lis a, (hl);inc.lis hl
cp.l a, (hl-)|ez80_z80|cp.lis a, (hl);dec.lis hl
cp.lis (hl+)|ez80_z80|cp.lis a, (hl);inc.lis hl
cp.lis (hl-)|ez80_z80|cp.lis a, (hl);dec.lis hl
cp.lis a, (hl+)|ez80_z80|cp.lis a, (hl);inc.lis hl
cp.lis a, (hl-)|ez80_z80|cp.lis a, (hl);dec.lis hl
cp.s (hl+)|ez80|cp.sil a, (hl);inc.sil hl
cp.s (hl-)|ez80|cp.sil a, (hl);dec.sil hl
